ID_Frase,Frase_Original,N_Perturbacoes,Estabilidade_Jaccard,Top_Palavras,Explicacao_SLM
21,Gostei mas acho pode ser melhorado por que  da minha filha  veio co defeito na porta do forno custa abrir .,50,0.3333333333333333,"[np.str_('defeito'), np.str_('Gostei'), np.str_('veio'), np.str_('acho')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase tem um sentimento misto, mas levemente negativo. A palavra ""Gostei"" teve um peso positivo, indicando um aspecto positivo. No entanto, as palavras ""defeito"" e ""veio"", com seus pesos negativos, tiveram um impacto maior, sugerindo que o problema com o produto é mais significativo. Portanto, o modelo decidiu que o sentimento geral é ligeiramente negativo devido à presença do defeito."
21,Gostei mas acho pode ser melhorado por que  da minha filha  veio co defeito na porta do forno custa abrir .,100,1.0,"[np.str_('defeito'), np.str_('Gostei'), np.str_('veio'), np.str_('acho')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase tem um sentimento misto, mas levemente negativo. A palavra ""Gostei"" dá um pouco de positividade (+0.0896), mas a expressão ""veio com defeito"" e a menção de que ""pode ser melhorado"" pesam mais, com pesos negativos (-0.1178 e -0.0889, respectivamente). Esses pesos indicam que, embora haja um aspecto positivo, a maior parte do sentimento está voltada para o negativo, devido aos problemas apontados na frase."
21,Gostei mas acho pode ser melhorado por que  da minha filha  veio co defeito na porta do forno custa abrir .,200,1.0,"[np.str_('defeito'), np.str_('Gostei'), np.str_('veio'), np.str_('acho')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase tem um sentimento misto, mas levemente negativo. A palavra ""Gostei"" teve um peso positivo, indicando um aspecto positivo. No entanto, as palavras ""defeito"" e ""veio"", com seus pesos negativos, tiveram um impacto maior, sugerindo que o problema com o produto é mais significativo. Portanto, o modelo decidiu que o sentimento geral é ligeiramente negativo devido à presença do defeito."
21,Gostei mas acho pode ser melhorado por que  da minha filha  veio co defeito na porta do forno custa abrir .,500,1.0,"[np.str_('defeito'), np.str_('Gostei'), np.str_('veio'), np.str_('acho')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem elementos positivos e negativos. A palavra ""Gostei"" tem um peso positivo, indicando que o usuário teve uma boa experiência. No entanto, as palavras ""defeito"" e ""veio"" têm pesos negativos, sugerindo problemas com o produto. O peso de ""acho"" é levemente positivo, mas não é forte o suficiente para influenciar muito a classificação. Portanto, o modelo decidiu que o sentimento geral é ligeiramente negativo, pois os problemas relatados têm mais peso na decisão."
21,Gostei mas acho pode ser melhorado por que  da minha filha  veio co defeito na porta do forno custa abrir .,1000,1.0,"[np.str_('defeito'), np.str_('Gostei'), np.str_('veio'), np.str_('acho')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem elementos positivos e negativos. A palavra ""Gostei"" tem um peso positivo, indicando que o usuário teve uma boa experiência. No entanto, as palavras ""defeito"" e ""veio"" têm pesos negativos, sugerindo problemas com o produto. O peso de ""acho"" é pequeno e neutro. Dado que os pesos negativos são ligeiramente mais fortes, o modelo decidiu que o sentimento geral da frase é ligeiramente negativo, refletindo que o usuário gostou mas acha que o produto tem algum problema."
22,"Notebook Lenovo Ideapad 320 Intel Celeron 4 Gb 500Gb 15,6 "" Windows 10  adquirido no dia 03-03-2018, péssimo notebook lentíssimo e trava o tempo todo. Neste momento está travado!! Comprar esse notebook é uma furada, não recomendo!!!!!!!!!! Outra informação: A assistencia técnica é de pessimo atendimento!! é um produto bostético!! É uma enganação!!!!!!!!!!!!!!!",10,0.0,"[np.str_('não'), np.str_('lentíssimo'), np.str_('esse'), np.str_('todo')]","Com base nos pesos atribuídos pelas palavras mais importantes, o modelo entende que a frase é negativa. Palavras como ""lentíssimo"", ""trava"", ""furada"", e ""bostético"" têm pesos significativamente baixos, indicando que o usuário expressou fortes sentimentos de desapontamento e insatisfação com o notebook. Essas palavras pesam muito na decisão do modelo, levando-o a classificar a frase como negativa."
22,"Notebook Lenovo Ideapad 320 Intel Celeron 4 Gb 500Gb 15,6 "" Windows 10  adquirido no dia 03-03-2018, péssimo notebook lentíssimo e trava o tempo todo. Neste momento está travado!! Comprar esse notebook é uma furada, não recomendo!!!!!!!!!! Outra informação: A assistencia técnica é de pessimo atendimento!! é um produto bostético!! É uma enganação!!!!!!!!!!!!!!!",50,0.14285714285714285,"[np.str_('não'), np.str_('Outra'), np.str_('notebook'), np.str_('péssimo')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase é negativa porque as palavras com pesos mais baixos, como ""não"" e ""Outra"", têm um impacto ligeiramente negativo. Além disso, a palavra ""péssimo"", que é muito negativa, tem um peso significativo. Embora ""notebook"" tenha um peso positivo, as palavras negativas dominam, fazendo com que o sentimento geral seja classificado como negativo."
22,"Notebook Lenovo Ideapad 320 Intel Celeron 4 Gb 500Gb 15,6 "" Windows 10  adquirido no dia 03-03-2018, péssimo notebook lentíssimo e trava o tempo todo. Neste momento está travado!! Comprar esse notebook é uma furada, não recomendo!!!!!!!!!! Outra informação: A assistencia técnica é de pessimo atendimento!! é um produto bostético!! É uma enganação!!!!!!!!!!!!!!!",100,0.3333333333333333,"[np.str_('péssimo'), np.str_('não'), np.str_('2018'), np.str_('recomendo')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é negativa porque as palavras ""péssimo"" e ""não recomendo"" têm pesos significativamente negativos. Essas palavras têm um impacto forte na classificação, indicando que o usuário teve uma experiência ruim com o notebook e não recomendaria a compra."
22,"Notebook Lenovo Ideapad 320 Intel Celeron 4 Gb 500Gb 15,6 "" Windows 10  adquirido no dia 03-03-2018, péssimo notebook lentíssimo e trava o tempo todo. Neste momento está travado!! Comprar esse notebook é uma furada, não recomendo!!!!!!!!!! Outra informação: A assistencia técnica é de pessimo atendimento!! é um produto bostético!! É uma enganação!!!!!!!!!!!!!!!",200,0.6,"[np.str_('não'), np.str_('péssimo'), np.str_('notebook'), np.str_('2018')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase é negativa porque palavras como ""péssimo"" e ""não"" têm pesos negativos significativos, indicando forte desaprovação. A palavra ""notebook"" tem um peso positivo, mas é sobrescrito pelos termos negativos. Além disso, a menção repetida de ""péssimo"" e ""enganação"" reforça a impressão geral negativa, levando o modelo a classificar o sentimento da frase como negativo."
22,"Notebook Lenovo Ideapad 320 Intel Celeron 4 Gb 500Gb 15,6 "" Windows 10  adquirido no dia 03-03-2018, péssimo notebook lentíssimo e trava o tempo todo. Neste momento está travado!! Comprar esse notebook é uma furada, não recomendo!!!!!!!!!! Outra informação: A assistencia técnica é de pessimo atendimento!! é um produto bostético!! É uma enganação!!!!!!!!!!!!!!!",500,0.6,"[np.str_('não'), np.str_('péssimo'), np.str_('notebook'), np.str_('Outra')]","Com base nos pesos atribuídos pelas palavras, o modelo entende que a frase é predominantemente negativa. Palavras como ""péssimo"" e ""não"" têm pesos negativos significativos, indicando forte desaprovação. Mesmo palavras neutras como ""notebook"" têm um peso positivo muito pequeno, não suficiente para contrabalançar os pesos negativos. Portanto, o modelo classificou essa frase como negativa devido à predominância de termos negativos e expressões de descontentamento."
22,"Notebook Lenovo Ideapad 320 Intel Celeron 4 Gb 500Gb 15,6 "" Windows 10  adquirido no dia 03-03-2018, péssimo notebook lentíssimo e trava o tempo todo. Neste momento está travado!! Comprar esse notebook é uma furada, não recomendo!!!!!!!!!! Outra informação: A assistencia técnica é de pessimo atendimento!! é um produto bostético!! É uma enganação!!!!!!!!!!!!!!!",1000,1.0,"[np.str_('não'), np.str_('péssimo'), np.str_('notebook'), np.str_('Outra')]","Com base nos pesos calculados pelo LIME, o modelo considera que a frase é negativa porque as palavras com pesos mais baixos, como ""não"" e ""péssimo"", têm um impacto significativo na classificação. A palavra ""notebook"" tem um peso positivo, mas as expressões negativas predominam, indicando que o usuário está extremamente insatisfeito com o produto e a assistência técnica."
23,o produto estava  com  de chegada para o dia 21/03/2018 até hoje não chegou e ainda temos que esperar  48 horas para  que o parceiro de vocês  entre em contato. muito insatisfeita.,10,0.0,"[np.str_('não'), np.str_('de'), np.str_('dia'), np.str_('contato')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase contém palavras que indicam descontentamento. Palavras como ""não"" e ""ainda"" têm pesos negativos significativos, sugerindo que o modelo considera essas expressões como indicativas de um sentimento negativo. Portanto, o modelo conclui que a frase expressa insatisfação com a situação de entrega do produto e a espera por informações."
23,o produto estava  com  de chegada para o dia 21/03/2018 até hoje não chegou e ainda temos que esperar  48 horas para  que o parceiro de vocês  entre em contato. muito insatisfeita.,50,0.6,"[np.str_('não'), np.str_('contato'), np.str_('de'), np.str_('até')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando peso negativo a algumas palavras-chave na frase. A palavra ""não"" tem um peso de -0.1213, indicando que ela está puxando o sentimento para a classe negativa. Além disso, a palavra ""contato"" também tem um peso negativo, -0.0693, sugerindo que a espera por uma resposta está contribuindo para o sentimento negativo. Esses pesos indicam que o modelo entende que a frase expressa insatisfação, pois as palavras associadas a espera e negação têm influência negativa no sentimento geral."
23,o produto estava  com  de chegada para o dia 21/03/2018 até hoje não chegou e ainda temos que esperar  48 horas para  que o parceiro de vocês  entre em contato. muito insatisfeita.,100,0.6,"[np.str_('não'), np.str_('contato'), np.str_('muito'), np.str_('de')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está priorizando palavras que indicam negatividade. A palavra ""não"" tem um peso negativo significativo (-0.1529), sugerindo que a negação presente na frase contribui para o sentimento negativo. Além disso, a palavra ""contato"" também tem um peso negativo (-0.0696), indicando que a espera por um contato não foi vista de maneira positiva. Embora a palavra ""muito"" tenha um leve peso positivo (0.0562), as palavras com pesos negativos dominam, fazendo com que o sentimento geral da frase seja classificado como negativo."
23,o produto estava  com  de chegada para o dia 21/03/2018 até hoje não chegou e ainda temos que esperar  48 horas para  que o parceiro de vocês  entre em contato. muito insatisfeita.,200,0.6,"[np.str_('não'), np.str_('contato'), np.str_('muito'), np.str_('até')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está levando em consideração principalmente as palavras que expressam negatividade. A palavra ""não"" tem um peso negativo significativo (-0.1476), indicando que a negação presente na frase contribui para um sentimento negativo. Além disso, a palavra ""contato"" também tem um peso negativo (-0.0834), sugerindo que a espera por uma resposta está aumentando a insatisfação do usuário. Embora a palavra ""muito"" tenha um leve peso positivo (0.0566), as palavras com pesos negativos têm um impacto maior, fazendo com que o sentimento geral da frase seja classificado como negativo."
23,o produto estava  com  de chegada para o dia 21/03/2018 até hoje não chegou e ainda temos que esperar  48 horas para  que o parceiro de vocês  entre em contato. muito insatisfeita.,500,1.0,"[np.str_('não'), np.str_('contato'), np.str_('muito'), np.str_('até')]","Com base nos pesos atribuídos pelas palavras na frase, o modelo entende que a opinião é negativa. Isso ocorre porque as palavras ""não"" e ""contato"" têm pesos negativos, indicando que essas ideias contribuem para um sentimento negativo. Além disso, a palavra ""muito"" tem um peso positivo, mas é muito pequeno para influenciar significativamente a classificação final. Portanto, a frase é classificada como negativa devido à predominância de palavras com pesos negativos."
23,o produto estava  com  de chegada para o dia 21/03/2018 até hoje não chegou e ainda temos que esperar  48 horas para  que o parceiro de vocês  entre em contato. muito insatisfeita.,1000,1.0,"[np.str_('não'), np.str_('contato'), np.str_('muito'), np.str_('até')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando peso negativo a algumas palavras-chave na frase. A palavra ""não"" tem um peso de -0.1568, indicando que ela contribui para um sentimento negativo. Além disso, a palavra ""contato"" também tem um peso negativo de -0.0829, sugerindo que a espera por uma resposta está aumentando a insatisfação. Juntos, esses pesos mostram que o modelo está interpretando a frase como expressando um sentimento negativo, provavelmente devido à falta de informação e ao atraso no serviço."
24,"Já faz um mês que fiz a compra e ainda não recebi. Já está atrasado mais de 10 dias em relação ao prazo de entrega, que já era absurdo. Pedi reembolso mas as americanas dizem que precisam de mais informações da transportadora. Nunca mais compro nada nessa loja!",10,0.0,"[np.str_('reembolso'), np.str_('ainda'), np.str_('Nunca'), np.str_('precisam')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação negativa. Palavras como ""reembolso"" e ""Nunca"" têm pesos negativos significativos, indicando que o usuário está insatisfeito. Esses pesos sugerem que o modelo entendeu a frase como expressando frustração e descontentamento com a loja."
24,"Já faz um mês que fiz a compra e ainda não recebi. Já está atrasado mais de 10 dias em relação ao prazo de entrega, que já era absurdo. Pedi reembolso mas as americanas dizem que precisam de mais informações da transportadora. Nunca mais compro nada nessa loja!",50,0.14285714285714285,"[np.str_('não'), np.str_('mês'), np.str_('nada'), np.str_('Nunca')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase contém palavras que indicam descontentamento. Palavras como ""não"" e ""Nunca"", com seus respectivos pesos negativos, sugerem que o usuário está extremamente insatisfeito com a experiência de compra. Esses termos têm um peso significativo na decisão do modelo, o que explica por que ele classificou a frase como negativa."
24,"Já faz um mês que fiz a compra e ainda não recebi. Já está atrasado mais de 10 dias em relação ao prazo de entrega, que já era absurdo. Pedi reembolso mas as americanas dizem que precisam de mais informações da transportadora. Nunca mais compro nada nessa loja!",100,0.3333333333333333,"[np.str_('não'), np.str_('nada'), np.str_('absurdo'), np.str_('mais')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase contém palavras que indicam descontentamento, como ""não"" e ""absurdo"", com pesos negativos significativos. A palavra ""mais"" tem um peso positivo, mas é muito pequeno em comparação com os negativos. Portanto, o modelo entendeu que a frase é negativa, pois as palavras que mais influenciam a decisão estão associadas a ideias de falta e insatisfação."
24,"Já faz um mês que fiz a compra e ainda não recebi. Já está atrasado mais de 10 dias em relação ao prazo de entrega, que já era absurdo. Pedi reembolso mas as americanas dizem que precisam de mais informações da transportadora. Nunca mais compro nada nessa loja!",200,0.3333333333333333,"[np.str_('não'), np.str_('absurdo'), np.str_('recebi'), np.str_('prazo')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação negativa. Palavras como ""não"" e ""absurdo"" têm pesos negativos significativos, indicando frustração. Além disso, a menção à falta de recebimento e ao prazo de entrega são também pesadas negativamente. Esses fatores juntos sugerem que o usuário está muito insatisfeito com a experiência de compra, levando o modelo a classificar a frase como negativa."
24,"Já faz um mês que fiz a compra e ainda não recebi. Já está atrasado mais de 10 dias em relação ao prazo de entrega, que já era absurdo. Pedi reembolso mas as americanas dizem que precisam de mais informações da transportadora. Nunca mais compro nada nessa loja!",500,0.6,"[np.str_('não'), np.str_('recebi'), np.str_('nada'), np.str_('absurdo')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase contém palavras que indicam insatisfação, como ""não"" e ""absurdo"". Essas palavras têm pesos negativos, sugerindo que o sentimento da frase é negativo. Portanto, o modelo conclui que a frase expressa uma opinião negativa sobre a experiência de compra."
24,"Já faz um mês que fiz a compra e ainda não recebi. Já está atrasado mais de 10 dias em relação ao prazo de entrega, que já era absurdo. Pedi reembolso mas as americanas dizem que precisam de mais informações da transportadora. Nunca mais compro nada nessa loja!",1000,0.3333333333333333,"[np.str_('não'), np.str_('de'), np.str_('mês'), np.str_('nada')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase contém palavras que indicam descontentamento, como ""não"" e ""nada"", com pesos negativos significativos. Esses termos, juntamente com a menção ao atraso na entrega e a dificuldade em obter um reembolso, sugerem que o usuário está muito insatisfeito com a experiência de compra. Portanto, o modelo deduziu que a frase tem um sentimento negativo."
25,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",10,0.0,"[np.str_('antes'), np.str_('bem'), np.str_('empresa'), np.str_('todos')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""antes"" e ""bem"" têm pesos positivos leves, indicando que essas palavras contribuem positivamente para o sentimento da frase. No entanto, a palavra ""empresa"" tem um peso negativo leve, que poderia sugerir algum descontentamento. Mas, no geral, as palavras com pesos mais significativos como ""recomendo"" e ""parabéns"" têm pesos positivos, o que predominam na classificação positiva da frase. Portanto, o modelo decidiu que a frase é positiva."
25,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",50,0.0,"[np.str_('super'), np.str_('parabéns'), np.str_('recomendo'), np.str_('rápido')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""super"", ""parabéns"", ""recomendo"" e ""rápido"" têm pesos positivos, indicando que essas palavras contribuíram para a classificação positiva da frase. A palavra ""super"" tem o peso mais alto, sugerindo que a velocidade de entrega excepcional foi um fator importante. Juntas, essas palavras formam uma impressão geral positiva, explicando por que o modelo classificou a frase como positiva."
25,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",100,0.3333333333333333,"[np.str_('recomendo'), np.str_('bem'), np.str_('parabéns'), np.str_('todos')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""bem"", ""parabéns"" e ""todos"" têm pesos positivos, indicando que essas expressões contribuem para um sentimento positivo. A palavra ""recomendo"" tem o peso mais alto, sugerindo que a recomendação é o aspecto mais influente na classificação positiva. Juntas, essas palavras ajudam a modelar por que o algoritmo classificou a frase como positiva, focando na satisfação do cliente e na recomendação ao público."
25,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",200,0.3333333333333333,"[np.str_('rápido'), np.str_('bem'), np.str_('recomendo'), np.str_('empresa')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""rápido"", ""bem"" e ""recomendo"" têm pesos positivos, indicando que essas palavras contribuem para um sentimento positivo. Por outro lado, a palavra ""empresa"" tem um peso negativo. No entanto, o peso negativo de ""empresa"" é menor que os positivos das outras palavras, e a frase contém muitos termos positivos como ""recomendo"" e ""parabéns"". Portanto, o modelo decidiu que a frase é geralmente positiva."
25,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",500,0.6,"[np.str_('rápido'), np.str_('recomendo'), np.str_('parabéns'), np.str_('bem')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""rápido"", ""recomendo"" e ""parabéns"" têm pesos positivos, indicando que essas expressões contribuíram para a classificação positiva da frase. A palavra ""bem"" também tem um peso positivo, embora menor, reforçando a impressão geral positiva. Portanto, o modelo concluiu que a frase é positiva, pois destaca a rapidez da entrega, a recomendação ao público e o elogio ao atendimento VIP, todos elementos que levam a uma avaliação positiva."
25,"produto chegou super rápido, bem antes do combinado, recomendo a todos, empresa com atendimento vip com o cliente. parabéns",1000,1.0,"[np.str_('rápido'), np.str_('recomendo'), np.str_('bem'), np.str_('parabéns')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""rápido"", ""recomendo"", ""bem"" e ""parabéns"" têm pesos positivos, indicando que essas expressões contribuem para um sentimento positivo. A palavra ""rápido"" tem o peso mais alto, sugerindo que a velocidade de entrega foi um fator importante na formação desse sentimento positivo. Além disso, a expressão ""recomendo a todos"" e a menção de ""parabéns"" também ajudam a confirmar que o usuário teve uma experiência positiva, levando o modelo a classificar a frase como positiva."
26,"DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO.",10,0.0,"[np.str_('MUITO'), np.str_('MARCAS'), np.str_('DE'), np.str_('AS')]","Com base nos pesos calculados pelo LIME, a frase ""DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO"" foi classificada como positiva. Isso ocorre porque as palavras ""MELHOR"" e ""MUITO"" têm pesos positivos (0.0273 e 0.0273, respectivamente), indicando sentimentos positivos. Embora as palavras ""DE"", ""AS"" e ""MARCAS"" tenham pesos levemente negativos, eles são muito pequenos e não são suficientes para influenciar a classificação final, que é predominantemente positiva devido à presença das palavras positivas."
26,"DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO.",50,0.14285714285714285,"[np.str_('MUITO'), np.str_('MELHOR'), np.str_('ELE'), np.str_('ESTE')]","Com base nos pesos calculados pelo LIME, a frase ""DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO."" foi classificada como positiva. Isso ocorre porque as palavras ""MELHOR"" e ""MUITO"" têm pesos positivos (0.0353 e 0.0511, respectivamente), indicando sentimentos positivos. Embora as palavras ""ELE"" e ""ESTE"" tenham pesos negativos, eles são muito menores em magnitude, e o peso positivo de ""MUITO"" e ""MELHOR"" predominam, levando o modelo a classificar a frase como positiva."
26,"DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO.",100,0.6,"[np.str_('MUITO'), np.str_('MELHOR'), np.str_('DE'), np.str_('ESTE')]","Com base nos pesos calculados pelo LIME, a frase ""DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO."" foi classificada como positiva. Isso ocorre porque as palavras ""MELHOR"" e ""MUITO"" têm pesos positivos (0.0371 e 0.0646, respectivamente), indicando sentimentos positivos. Embora as palavras ""DE"" e ""ESTE"" tenham pesos negativos, eles são muito baixos (-0.0269 e -0.0268) e não são suficientes para influenciar a classificação final, que é dominada pelos termos positivos."
26,"DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO.",200,1.0,"[np.str_('MUITO'), np.str_('MELHOR'), np.str_('ESTE'), np.str_('DE')]","Com base nos pesos calculados pelo LIME, a frase ""DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO"" foi classificada como positiva. Isso ocorre porque as palavras ""MELHOR"" e ""MUITO"" têm pesos positivos (0.0392 e 0.0699, respectivamente), indicando sentimentos positivos. Embora a palavra ""ESTE"" tenha um peso negativo (-0.0379), seu impacto é menor que os pesos positivos das outras palavras, resultando numa classificação geral positiva."
26,"DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO.",500,1.0,"[np.str_('MUITO'), np.str_('MELHOR'), np.str_('ESTE'), np.str_('DE')]","Com base nos pesos calculados pelo LIME, a frase ""DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO"" foi classificada como positiva. Isso ocorre porque as palavras ""MELHOR"" e ""MUITO"" têm pesos positivos (0.0379 e 0.0678, respectivamente), indicando sentimentos positivos. Embora a palavra ""ESTE"" tenha um peso negativo (-0.0325), seu impacto é menor que os pesos positivos das palavras mais importantes, fazendo com que a frase seja classificada como geralmente positiva."
26,"DE TODAS AS MARCAS ESTE FOI O MELHOR, ELE GELA MUITO.",1000,1.0,"[np.str_('MUITO'), np.str_('MELHOR'), np.str_('DE'), np.str_('ESTE')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""MUITO"" e ""MELHOR"" têm pesos positivos significativos, o que sugere que essas palavras contribuíram positivamente para a classificação como sentimento positivo. A palavra ""DE"", que tem um peso negativo, e ""ESTE"", com um peso ligeiramente negativo, tiveram um efeito menor e menos significativo. Portanto, a frase foi classificada como positiva devido à ênfase na qualidade superior da marca e ao uso da palavra ""MUITO"" para enfatizar a qualidade."
27,"Produto muito bom, atende todas as espectativas. E foi entregue bem antes do prazo.",10,0.0,"[np.str_('bem'), np.str_('muito'), np.str_('bom'), np.str_('as')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"", ""muito"" e ""bem"" têm pesos positivos, indicando que essas expressões contribuem para uma classificação positiva. A palavra ""bom"" tem o peso mais alto, seguido por ""muito"" e ""bem"", sugerindo que essas expressões são as mais importantes na frase. Portanto, o modelo decidiu que a frase é positiva, pois essas palavras positivas têm pesos significativos."
27,"Produto muito bom, atende todas as espectativas. E foi entregue bem antes do prazo.",50,0.6,"[np.str_('bom'), np.str_('muito'), np.str_('bem'), np.str_('entregue')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""bom"" e ""muito"" têm pesos positivos, indicando que o usuário está satisfeito com o produto. Além disso, a palavra ""bem"" também contribui positivamente, reforçando a ideia de que a entrega foi rápida. A única palavra com peso negativo é ""entregue"", mas seu impacto é muito pequeno, não sendo suficiente para alterar a classificação geral como positiva. Portanto, o modelo decidiu que a frase é positiva."
27,"Produto muito bom, atende todas as espectativas. E foi entregue bem antes do prazo.",100,0.6,"[np.str_('bom'), np.str_('atende'), np.str_('bem'), np.str_('entregue')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""atende"" têm pesos positivos, indicando que essas palavras contribuem para um sentimento positivo. Além disso, a palavra ""bem"" também tem um peso positivo, reforçando ainda mais a ideia de satisfação. Por outro lado, a palavra ""entregue"" tem um peso negativo leve, mas as palavras positivas predominam, fazendo com que o sentimento overall da frase seja positivo."
27,"Produto muito bom, atende todas as espectativas. E foi entregue bem antes do prazo.",200,0.6,"[np.str_('bom'), np.str_('atende'), np.str_('bem'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""bem"" têm pesos positivos, indicando que essas palavras contribuem para um sentimento positivo. A palavra ""muito"" também tem um peso positivo, o que aumenta ainda mais a impressão positiva. Portanto, o modelo concluiu que a frase é positiva, pois essas palavras importantes sugerem que o produto era excelente e a entrega foi antecipada, superando as expectativas do usuário."
27,"Produto muito bom, atende todas as espectativas. E foi entregue bem antes do prazo.",500,1.0,"[np.str_('bom'), np.str_('atende'), np.str_('muito'), np.str_('bem')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""bem"" têm pesos positivos, indicando que essas palavras contribuem para uma classificação positiva. A palavra ""muito"" também tem um peso positivo, sugerindo que a intensidade positiva é ainda maior. Portanto, o modelo concluiu que a frase é positiva, pois essas palavras importantes carregam sentimentos positivos e a frase como um todo expressa satisfação com o produto e a entrega antecipada."
27,"Produto muito bom, atende todas as espectativas. E foi entregue bem antes do prazo.",1000,1.0,"[np.str_('bom'), np.str_('bem'), np.str_('atende'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""bom"" e ""bem"" tiveram os maiores impactos positivos na classificação da frase. A palavra ""bom"" teve um peso de 0.0369, o maior entre os analisados, indicando que ela contribui significativamente para a classificação positiva. Além disso, a palavra ""bem"" também teve um peso positivo, embora menor. Juntas, essas palavras sugerem que o modelo entendeu a frase como expressando uma opinião positiva sobre o produto e a entrega."
28,Exmos Senhores .Deveriam ter mais ATENÇÂO as vossas Vendas directas ou por Parceiros Comercias. A Venda Que querem que eu Avalie : 1º-Foi cancelada por não comprimento do tempo de Entrega.               2º-Deveriam ter mais cuidado com os Pedidos...,10,0.0,"[np.str_('não'), np.str_('cuidado'), np.str_('ATENÇÂO'), np.str_('com')]","Com base nos pesos atribuídos pelas palavras, o modelo sugere que a frase tem um sentimento levemente negativo. Isso ocorre porque palavras como ""não"" e ""cuidado"" têm pesos negativos, indicando preocupações ou desaprovações. Além disso, a palavra ""ATENÇÂO"" também contribui com um peso negativo, sugerindo que o usuário espera mais atenção na situação descrita."
28,Exmos Senhores .Deveriam ter mais ATENÇÂO as vossas Vendas directas ou por Parceiros Comercias. A Venda Que querem que eu Avalie : 1º-Foi cancelada por não comprimento do tempo de Entrega.               2º-Deveriam ter mais cuidado com os Pedidos...,50,0.14285714285714285,"[np.str_('não'), np.str_('por'), np.str_('ter'), np.str_('Entrega')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando peso negativo a algumas palavras-chave na frase. A palavra ""não"" tem um peso de -0.1220, o que sugere que a negação presente nessa frase está contribuindo para um sentimento negativo. Além disso, as palavras ""por"" e ""ter"" também têm pesos negativos, embora menores. A única palavra com um peso positivo é ""Entrega"", com 0.0185, mas seu impacto é limitado. Portanto, esses pesos indicam que o modelo está interpretando a frase como tendo um sentimento negativo, devido principalmente à presença de negação e ao fato de que a venda foi cancelada devido ao não cumprimento do prazo de entrega."
